text,joy,sadness,anger,fear,surprise,love,neutral
I thought about my siblings a lot today. The connection we share is something I protect and value deeply. The deep affection I carry for them is consistent and true.,0,0,0,0,0,1,0
Work made me experience like I had a purpose but also fed up and annoyed because there are so many things going on at once.,1,0,1,1,0,0,0
I came home where my family was waiting for me. We conversed politely and watched some things on tv. It was pretty fun but at times i got annoyed.,1,0,0,0,0,0,0
Remindes my of all the food cooked for me by my husband!,0,1,0,0,0,0,0
The whole situation filled me with anger and fear in equal measure. The situation was handled completely wrong. I didn't feel safe and I didn't feel treated fairly.,0,0,1,1,0,0,0
Today I tried to stay composed. I ran some errands and kept to my routine. But I was frustrated about how I was treated and anxious about the uncertainty ahead at the same time.,0,0,1,1,0,0,1
I felt truly happy and proud of myself for getting up and working out. It made me feel accomplished.,1,0,0,0,0,0,1
"i got to spend the day with my wife, it was very refreshing to enjoy each others company.",1,0,0,0,0,0,0
Today surprised me in a way I was not prepared for. A decision was made that nobody in my circle had expected. My first reaction was pure disbelief.,0,0,0,0,1,0,0
Today brought a surprise I could not have prepared for. Something changed everything in an instant. The shock was real and immediate.,0,0,0,0,1,0,0
They don't make a lot of sense.,0,0,1,0,0,0,1
"I would not have believed it if someone had told me. I ran into someone I had not seen since childhood. I found myself just staring, trying to make sense of it.",0,0,0,0,1,0,0
My health was the next important part of my day. Like I stated above my eyes were bothering me. I had red eyes due to an irritant in a makeup product. I then developed a cold that settled in my one eye. It caused me a ton of pain and I needed to make sure that I took care of it.,0,0,1,1,0,0,0
Today moved at its usual pace. I read a bit and watched some television. I felt fine and just went through my normal activities.,0,0,0,0,0,0,1
I spent a long evening with my loved ones today and felt profound gratitude. They remembered a small detail I had mentioned and it moved me deeply. I left feeling grateful and warm.,0,0,0,0,0,1,0
Today I tried to stay composed. I read a bit and watched some television. But I was frustrated about the situation at work and anxious about what might happen next at the same time.,0,0,1,1,0,0,1
"I tried to cook yesterday, but as usual it turned out not so good. I feel bad about my cooking skills.",1,0,1,1,0,0,0
I got completely unexpected news. I discovered something I had never known. My first reaction was pure disbelief.,0,0,0,0,1,0,0
Today was filled with worry and sadness. The situation feels unpredictable. I also felt I have been going through a difficult period. and couldn't escape either feeling.,0,1,0,1,0,0,0
My husband cooked a porterhouse steak by pan frying it. It was absolutely delicious. A excellent dinner.,1,0,0,0,1,0,0
A calm but heavy day. I ran some errands and kept to my routine. I felt a quiet sadness through most of it without any particular reason.,0,1,0,0,0,0,1
Nothing in my day prepared me for what came. Something I had been waiting a long time for arrived suddenly without warning. My first reaction was pure disbelief.,0,0,0,0,1,0,0
"A group of my friends and I met up to play D&D. It was wonderful we'd taken a four-month hiatus (two of us have kids, another two had exams) and it was like we'd never stopped. Rolling dice, eating pizza and drinking beer into the night, catching up, killing orcs and whatnot.",1,1,0,0,0,0,0
Nothing in my day prepared me for what came. A message arrived that stopped me in my tracks. I sat with the news for a long time before responding.,0,0,0,0,1,0,0
Time with my best friend is always time well spent. They surprised me with a small gesture that meant more than they know. The complete devotion I feel is something I hold onto.,0,0,0,0,0,1,0
I miss the people I have drifted from. I carry it quietly. There is a quiet grief that comes with that kind of longing.,0,1,0,0,0,0,0
"I practiced self care today. I took my meds, ate breakfast, had my coffee, had a short but nice conversation with my husband, and savored a little bit of TV.",1,0,0,0,0,0,1
Having enough money to buy food makes me happy and satisfied. God will provide.,1,0,0,0,0,0,0
Kids didn't want to settle down and do their homework. They just kept fighting among each other. They only settled down long enough to complain about dinner. Which I never really cook.,0,0,1,0,0,0,0
I had to be in a different class than i usually was and the children that were in the class were not enjoyable listeners. So it was a bit frustrating.,0,0,1,0,0,0,0
I had a confrontation today that left me furious. The situation was handled completely wrong. I needed time alone before I could think clearly.,0,0,1,0,0,0,0
"we had a pretty big extracation that i performed well on.  i carried out my duties pretty well, and was self directed at all of it. I felt proud of myself for functioning like I've been there and done that before.",1,0,0,1,0,0,0
"After work and dinner, the only thing I wanted to do was watch the last episode of the TV show I've been watching for a while. The finale was so surprising, so awful in a way, and creepy, but so good! A great show!",1,0,0,0,1,0,0
"I have a big bill I need to pay in a few days, so after work I tried quite hard to make money on mTurk to make up the difference.",0,0,1,1,0,0,1
The whole situation filled me with anger and fear in equal measure. The whole thing was mishandled from start to finish. I didn't feel safe and I didn't feel treated fairly.,0,0,1,1,0,0,0
"I was happy that my husband of 40 plus years and I worked together to cook a meal in the kitchen. After dinner and cleaning up, we had an enjoyable evening watching a favorite television program. It was a good, peaceful day.",1,0,0,0,0,0,0
I felt it was very important and salient because I was very happy and I love my family very much. We went out to dinner and had a great time. I love spending time and laughing with my family.,1,0,0,0,0,0,1
I have been feeling anxious about the uncertainty ahead lately. The situation feels unpredictable. The uncertainty makes everything feel unsettling.,0,0,0,1,0,0,0
I found myself feeling low today. I have been going through a difficult period. The sadness came in waves and I struggled to shake it.,0,1,0,0,0,0,0
I made a veggie burrito that was absolutely delicious. It was greatly satisfying. The combination of ingredient made it exactly what I wanted. The cucumber really was a brilliant ingredient to add.,1,0,0,0,0,0,0
I was frustrated about what was said but also worried about the future. The two feelings made it hard to stay calm.,0,0,1,1,0,0,0
